x_vals,y_vals,labels
75.22651,16.953169,semblable
62.553635,20.921453,compagnie
78.245445,13.375969,ciel
-15.740781,12.054591,fou
4.182077,-29.210325,tuer
43.213516,-11.64794,curiosité
40.520363,-0.8540103,moitié
37.27732,-12.7814455,regarder
65.02931,20.5193,longtemps
52.949665,16.529568,nouveau
-16.921436,-23.858564,obligé
76.32032,-11.282874,opéra
44.10239,-3.2953656,liberté
78.61363,7.9056587,forme
54.897247,2.4213624,soins
68.10633,23.737415,préfet
38.32711,-11.53632,travail
53.334667,0.88346946,laisse
76.4071,16.856918,celles
-18.590235,24.366024,troisième
49.184883,-1.4786979,donnant
76.92978,14.282883,groupe
-50.515495,-2.1265194,carabine
57.091316,-2.3964338,madeleine
56.595417,6.7970185,cheval
26.26832,-11.078522,voudrais
76.33789,15.164517,espard
-15.980849,41.58332,rentes
57.423607,-0.5772476,second
53.411713,15.3599,gloire
60.828228,15.331922,réponse
6.678664,6.591361,promptement
35.757305,-12.867709,vice
-15.178837,-5.4402995,condamné
39.31329,-8.873924,malheurs
-15.35563,17.10657,journée
48.721943,-7.0847826,nez
-35.56774,-38.708176,parlait
25.93589,0.061172135,paraît
-13.482322,6.30734,portait
8.634107,-9.735195,peux
45.055878,-0.5384691,empêcher
41.380547,-10.424953,province
-8.220107,25.671179,fario
8.93726,-11.408619,officier
51.607887,1.24296,phrase
10.100556,-31.232203,bagne
-35.338932,-2.6965096,peuple
